ID,SFR,2MASS ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,LIM_A67,FL_A36,A36,LIM_A36,FL_R7,R7,LIM_R7,REF_R7
51,Tau,J04213459+2701388,J04213459,5.99,0.14,GaiaDR2,166.0,5.4,4.1,S,-1,II,M5.5,Luhman10,3.485,0.020,Andrews13,-0.912,140.0,0.075,-0.769,0.087,0.071,Andrews13,0,-0.790,0.117,0.032,5.89,0.27,0.10,338.7,1,-1.00,-1.00,0.29,Ward-Duong18,225.4,1,-1.00,-1.00,3.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
52,Tau,J04214323+1934133,IRAS_04187+1927,6.72,0.10,GaiaDR2,148.5,3.0,3.3,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,0.152,140.0,0.095,0.205,0.093,0.099,Andrews13,0,-0.372,0.165,0.052,5.58,0.17,0.54,0.0,-1,0.00,0.00,0.00,none,239.9,0,3.70,0.21,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
53,Tau,J04214631+2659296,J04214631,6.23,0.28,GaiaDR2,158.8,9.7,5.7,S,-1,II,M5.75,Luhman10,3.481,0.020,Andrews13,-1.529,140.0,0.074,-1.413,0.089,0.081,Andrews13,0,-1.137,0.357,0.020,6.50,0.28,0.44,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.90,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
54,Tau,J04215563+2755060,DE_Tau,7.85,0.07,GaiaDR2,127.0,2.1,1.9,S,-1,II,M1,Luhman10,3.569,0.017,Andrews13,0.014,140.0,0.069,-0.073,0.073,0.067,Andrews13,0,-0.456,0.175,0.031,5.75,0.18,0.38,345.0,0,90.00,7.00,0.00,Andrews05,220.0,0,29.50,0.20,0.00,Pietu14,92.6,0,3.32,0.25,0.00,Ricci10,0,2.48,0.00,0,2.52,0.00,-1,-1.00,-1.00,none
55,Tau,J04215740+2826355,RY_Tau,7.08,1.31,avg,141.4,51.8,15.5,S,-1,TD,K1,Luhman10,3.706,0.015,Andrews13,1.123,140.0,0.159,1.186,0.279,0.214,Andrews13,0,0.387,0.095,0.095,5.59,0.28,0.28,345.0,0,560.00,30.00,0.00,Mannings94,225.5,0,210.39,0.10,0.00,Long18,111.0,0,36.00,3.00,0.00,Isella10,0,2.30,0.00,0,2.49,0.00,-1,-1.00,-1.00,none
56,Tau,J04215943+1932063,T_Tau_N,6.93,0.06,GaiaDR2,143.8,2.5,2.3,T,0.68,II,K0,Luhman10,3.720,0.014,Andrews13,1.130,140.0,0.140,1.160,0.135,0.148,Andrews13,0,0.427,0.045,0.067,5.79,0.22,0.21,345.0,0,628.00,17.00,0.00,Andrews05,230.6,0,199.70,6.20,0.00,Guilloteau11,111.0,0,48.80,1.00,0.00,Guilloteau11,0,2.84,0.00,0,1.93,0.00,-1,-1.00,-1.00,none
57,Tau,J04220217+2657304,FS_Tau_AB,6.26,1.06,avg,158.5,50.7,15.5,J,0.227,II,,,,,,,,,0.255,0.225,0.163,Andrews13,0,-0.136,0.106,0.074,5.79,0.30,0.36,345.0,0,49.00,6.00,0.00,Andrews05,239.9,0,2.27,0.18,0.00,Akeson19,111.0,0,3.60,1.30,0.00,Dutrey96,0,8.46,0.00,0,-0.60,0.00,-1,-1.00,-1.00,none
58,Tau,J04220217+2657304,FS_Tau_A,6.26,1.06,avg,158.7,50.1,15.8,B,0,II,M0,Hartigan03,3.586,0.024,Andrews13,0.041,140.0,0.142,0.199,0.243,0.191,Andrews13,0,-0.328,0.138,0.085,5.60,0.27,0.60,0.0,-1,0.00,0.00,0.00,none,239.9,0,2.27,0.18,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
59,Tau,J04220217+2657304,FS_Tau_B,6.26,1.06,avg,158.3,50.7,15.3,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.887,140.0,0.171,-0.733,0.268,0.209,Andrews13,0,-0.596,0.135,0.156,6.18,0.39,0.68,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.52,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
60,Tau,J04221675+2654570,J04221675,6.35,0.14,GaiaDR2,156.9,4.5,3.9,S,-1,II,M1.5,Luhman10,3.560,0.017,Andrews13,-0.508,140.0,0.116,-0.413,0.124,0.113,Andrews13,0,-0.352,0.093,0.134,6.12,0.35,0.21,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,4.20,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
61,Tau,J04224786+2645530,IRAS_04196+2638,6.34,0.11,GaiaDR2,157.1,3.9,3.4,S,-1,II,M1,Luhman10,3.569,0.017,Andrews13,-0.413,140.0,0.108,-0.313,0.109,0.109,Andrews13,0,-0.327,0.106,0.106,6.07,0.33,0.19,0.0,-1,0.00,0.00,0.00,none,225.4,0,51.00,1.20,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
62,Tau,J04230607+2801194,J04230607,7.47,0.14,GaiaDR2,133.4,3.3,2.9,S,-1,II,M6,Luhman10,3.476,0.020,Andrews13,-1.332,140.0,0.078,-1.377,0.085,0.077,Andrews13,0,-1.121,0.291,0.031,6.47,0.18,0.49,338.7,0,5.94,0.24,0.00,Ward-Duong18,225.4,0,5.10,1.10,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,0.37,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
63,Tau,J04230776+2805573,IRAS_04200+2759,7.19,0.17,GaiaDR2,138.5,4.2,3.4,S,-1,II,M2,Furlan11,3.552,0.018,Andrews13,-1.261,140.0,0.242,-1.279,0.257,0.234,Andrews13,0,-0.374,0.063,0.147,7.32,0.34,0.45,0.0,-1,0.00,0.00,0.00,none,225.4,0,36.60,1.30,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
64,Tau,J04231822+2641156,J04231822,6.86,0.93,GaiaDR2,145.9,30.6,14.0,S,-1,II,M3.5,Luhman10,3.524,0.019,Andrews13,-0.638,140.0,0.059,-0.586,0.161,0.117,Andrews13,0,-0.668,0.197,0.083,6.03,0.21,0.66,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.90,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
65,Tau,J04233539+2503026,FU_Tau_AB,7.60,0.15,GaiaDR2,131.1,3.4,2.8,J,5.7,II,,,,,,,,,-0.625,0.167,0.146,Andrews13,0,-0.672,0.126,0.084,5.96,0.52,0.06,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
66,Tau,J04233539+2503026,FU_Tau_A,7.60,0.15,GaiaDR2,131.2,3.3,3.0,B,0,II,M7.25,Luhman10,3.453,0.031,Andrews13,-0.579,140.0,0.162,-0.651,0.179,0.148,Andrews13,0,-0.757,0.127,0.085,5.77,0.39,0.00,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
67,Tau,J04233573+2502596,FU_Tau_B,7.49,1.29,GaiaDR2,132.3,43.9,12.7,B,0,II,M9.25,Luhman10,3.371,0.052,Andrews13,-2.077,140.0,0.161,-2.077,0.267,0.204,Andrews13,0,-1.528,0.288,0.185,5.85,1.10,0.00,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
68,Tau,J04233919+2456141,FT_Tau,7.82,0.05,GaiaDR2,127.4,2.0,1.7,S,-1,II,C,Luhman10,3.577,0.049,Andrews13,-0.251,140.0,0.219,-0.338,0.224,0.214,Andrews13,0,-0.288,0.172,0.324,5.99,0.71,0.60,340.7,0,111.00,2.00,0.00,Andrews07,225.5,0,89.77,0.10,0.00,Long18,111.0,0,18.80,0.80,0.00,Guilloteau11,0,0.51,0.00,0,2.21,0.00,-1,-1.00,-1.00,none
69,Tau,J04242090+2630511,J04242090,7.27,0.18,GaiaDR2,137.0,4.3,3.5,S,-1,II,M6.5,Luhman10,3.468,0.021,Andrews13,-1.806,140.0,0.096,-1.823,0.099,0.099,Andrews13,0,-1.350,0.409,0.031,6.75,0.31,0.58,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.40,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
70,Tau,J04242646+2649503,J04242646,6.43,0.13,GaiaDR2,155.1,4.0,3.8,S,-1,II,M5.75,Luhman10,3.481,0.020,Andrews13,-1.517,140.0,0.068,-1.425,0.068,0.075,Andrews13,0,-1.141,0.357,0.020,6.51,0.29,0.42,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
71,Tau,J04244457+2610141,IRAS_04216+2603,6.27,0.11,GaiaDR2,158.5,4.3,3.2,S,-1,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.671,140.0,0.443,-0.564,0.448,0.442,Andrews13,0,-0.250,0.074,0.148,6.76,0.44,0.88,0.0,-1,0.00,0.00,0.00,none,230.6,1,-1.00,-1.00,19.80,Schaefer09,111.0,1,-1.00,-1.00,5.10,Schaefer09,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
72,Tau,J04245708+2711565,IP_Tau,7.66,0.04,GaiaDR2,130.1,1.9,1.7,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,-0.331,140.0,0.126,-0.387,0.120,0.134,Andrews13,0,-0.228,0.123,0.133,6.34,0.42,0.24,340.3,0,30.00,0.20,0.00,Tripathi17,225.5,0,14.53,0.08,0.00,Long18,88.2,1,-1.00,-1.00,2.10,Duvert00,0,1.76,0.00,1,-1.00,2.06,0,0.27,0.00,Tripathi17
73,Tau,J04262939+2624137,KPNO_3,6.42,0.23,GaiaDR2,155.5,6.4,5.7,S,-1,II,M6,Luhman10,3.476,0.020,Andrews13,-1.655,140.0,0.053,-1.559,0.058,0.067,Andrews13,0,-1.217,0.366,0.020,6.61,0.25,0.51,338.7,0,5.40,0.13,0.00,Ward-Duong18,225.4,0,5.80,1.20,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,-0.18,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
74,Tau,J04263055+2443558,J04263055,8.41,0.68,GaiaDR2,118.9,12.0,8.1,S,-1,II,M8.75,Luhman06,3.415,0.030,Akeson19,-2.260,119.9,0.240,-2.230,0.225,0.276,Akeson19,0,-1.584,0.234,0.163,5.98,1.09,0.05,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.30,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
75,Tau,J04265352+2606543,FV_Tau_AB,7.16,0.15,avg,138.7,4.1,2.9,J,0.72,II,,,,,,,,,0.558,0.124,0.093,Andrews13,0,0.224,0.074,0.084,5.89,0.23,0.22,340.2,0,25.86,0.56,0.00,Akeson14,223.6,0,12.10,0.18,0.00,Akeson14,111.0,1,-1.00,-1.00,6.00,Dutrey96,0,1.81,0.00,1,-1.00,1.00,-1,-1.00,-1.00,none
76,Tau,J04265352+2606543,FV_Tau_A,7.16,0.15,avg,138.9,3.9,3.0,B,0,II,K5,Hartigan03,3.639,0.024,Andrews13,0.369,140.0,0.143,0.364,0.144,0.143,Andrews13,0,-0.049,0.115,0.157,5.76,0.36,0.31,340.2,0,13.76,0.52,0.00,Akeson14,223.6,0,6.17,0.16,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.91,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
77,Tau,J04265352+2606543,FV_Tau_B,7.16,0.15,avg,139.1,3.8,3.1,B,0,II,K6,WhiteGhez01,3.624,0.015,Andrews13,0.130,140.0,0.153,0.115,0.164,0.144,Andrews13,0,-0.101,0.072,0.093,6.01,0.29,0.29,340.2,0,12.10,0.56,0.00,Akeson14,223.6,0,5.93,0.18,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.70,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
78,Tau,J04265440+2606510,FV_Tau_c_AB,7.15,0.14,GaiaDR2,139.3,3.7,3.1,J,0.74,II,,,,,,,,,-0.199,0.073,0.083,Andrews13,0,-0.038,0.058,0.035,6.78,0.08,0.35,340.2,0,2.28,0.40,0.00,Akeson14,223.6,0,1.16,0.17,0.00,Akeson14,111.0,1,-1.00,-1.00,6.00,Dutrey96,0,1.61,0.00,1,-1.00,-2.35,-1,-1.00,-1.00,none
79,Tau,J04265440+2606510,FV_Tau_c_A,7.15,0.14,GaiaDR2,139.3,3.6,3.1,B,0,II,M2.5,Hartigan03,3.543,0.018,Andrews13,-0.254,140.0,0.080,-0.263,0.088,0.077,Andrews13,0,-0.552,0.149,0.064,5.82,0.12,0.58,340.2,0,1.38,0.40,0.00,Akeson14,223.6,0,0.76,0.17,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.42,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
80,Tau,J04265440+2606510,FV_Tau_c_B,7.15,0.14,GaiaDR2,139.4,3.6,3.1,B,0,II,M3.5,Hartigan03,3.624,0.019,Andrews13,-1.193,140.0,0.210,-1.194,0.209,0.213,Andrews13,0,-0.208,0.048,0.036,7.92,0.00,0.49,340.2,0,0.90,0.40,0.00,Akeson14,223.6,0,0.40,0.12,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.93,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
81,Tau,J04265732+2606284,KPNO_13,7.50,0.13,GaiaDR2,133.1,2.8,3.0,S,-1,II,M5,Luhman07,3.495,0.020,Andrews13,-0.577,140.0,0.080,-0.621,0.082,0.083,Andrews13,0,-0.705,0.100,0.045,5.94,0.16,0.17,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.60,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
82,Tau,J04270280+2542223,DF_Tau_AB,8.04,0.42,GaiaDR2,123.9,7.8,5.7,CB,0.073,II,,,,,,,,,0.169,0.116,0.084,Andrews13,0,-0.199,0.085,0.053,5.52,0.24,0.27,345.0,0,8.80,1.90,0.00,Andrews05,239.8,1,-1.00,-1.00,25.00,Osterloh95,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-2.87,-1,0.00,0.00,-1,-1.00,-1.00,none
,Tau,J04270280+2542223,DF_Tau_A,8.04,0.42,GaiaDR2,123.3,8.5,5.0,B,0,II,M2,Hartigan03,3.552,0.018,Andrews13,0.084,140.0,0.132,-0.019,0.143,0.137,Andrews13,0,-0.462,0.076,0.087,5.67,0.07,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04270280+2542223,DF_Tau_B,8.04,0.42,GaiaDR2,123.7,8.0,5.5,B,0,II,M2.5,Hartigan03,3.543,0.018,Andrews13,-0.173,140.0,0.109,-0.275,0.121,0.117,Andrews13,0,-0.557,0.155,0.062,5.84,0.15,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Tau,J04270469+2606163,DG_Tau,8.25,0.15,GaiaDR2,120.8,2.9,2.4,S,-1,FS,K6,Luhman10,3.624,0.015,Andrews13,0.323,140.0,0.430,0.207,0.419,0.443,Andrews13,0,-0.117,0.085,0.085,5.75,0.72,0.58,343.0,0,880.20,9.40,0.00,Bacciotti18,228.1,0,367.00,14.00,0.00,Isella10,106.2,0,58.00,6.00,0.00,Isella10,0,2.14,0.00,0,2.41,0.00,-1,-1.00,-1.00,none
84,Tau,J04284263+2714039,J04284263_AB,7.53,0.14,GaiaDR2,132.0,3.5,2.5,J,0.63,II,,,,,,,,,-1.110,0.124,0.135,Andrews13,0,-0.603,0.195,0.185,6.58,0.38,0.35,338.7,0,0.53,0.14,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,3.00,Cieza12,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-4.26,-1,0.00,0.00,-1,-1.00,-1.00,none
85,Tau,J04284263+2714039,J04284263_A,7.53,0.14,GaiaDR2,132.3,3.3,2.7,B,0,II,M5.25,Luhman10,3.490,0.020,Andrews13,-1.258,140.0,0.143,-1.298,0.136,0.152,Andrews13,0,-0.937,0.250,0.125,6.48,0.36,0.37,338.7,0,0.53,0.14,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,3.00,Cieza12,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-4.26,-1,0.00,0.00,-1,-1.00,-1.00,none
86,Tau,J04284263+2714039,J04284263_B,7.53,0.14,GaiaDR2,132.6,2.9,3.1,B,0,II,M5.25,Luhman10,3.459,0.072,Andrews13,-1.575,140.0,0.250,-1.616,0.243,0.257,Andrews13,0,-1.243,0.600,0.092,6.68,0.70,0.66,338.7,1,-1.00,-1.00,0.42,Ward-Duong18,225.4,1,-1.00,-1.00,3.00,Cieza12,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
87,Tau,J04290068+2755033,J04290068,6.87,0.35,GaiaDR2,144.6,9.3,6.2,S,-1,II,M8.25,Luhman10,3.422,0.030,Akeson19,-2.140,145.7,0.260,-2.150,0.274,0.252,Akeson19,0,-1.554,0.276,0.133,5.92,1.11,0.00,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.60,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
88,Tau,J04290498+2649073,IRAS_04260+2642,7.35,0.84,avg,136.1,22.2,11.7,S,-1,II,K5.5,Luhman10,3.631,0.020,Andrews13,-1.386,140.0,0.319,-1.366,0.319,0.349,Andrews13,0,-0.197,0.075,0.032,7.92,0.00,0.65,0.0,-1,0.00,0.00,0.00,none,239.8,0,120.00,10.00,0.00,Motte01,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
89,Tau,J04292165+2701259,IRAS_04263+2654,6.71,1.01,avg,147.0,39.1,12.9,S,-1,II,M5.25,Luhman10,3.490,0.020,Andrews13,-0.115,140.0,0.073,-0.036,0.186,0.134,Andrews13,0,-0.525,0.046,0.069,5.72,0.14,0.00,338.7,0,7.35,0.19,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,3.50,Andrews13,0.0,-1,0.00,0.00,0.00,none,1,-1.00,1.82,-1,0.00,0.00,-1,-1.00,-1.00,none
90,Tau,J04293606+2435556,XEST_13-010,7.73,0.09,GaiaDR2,129.0,2.3,2.3,S,-1,II,M3,Luhman10,3.533,0.018,Andrews13,-0.296,140.0,0.093,-0.360,0.086,0.102,Andrews13,0,-0.614,0.164,0.061,5.87,0.13,0.62,0.0,-1,0.00,0.00,0.00,none,225.4,0,15.20,1.20,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
91,Tau,J04294155+2632582,DH_Tau_AB,7.39,0.07,GaiaDR2,134.7,2.5,2.0,J,2.34,II,,,,,,,,,-0.287,0.105,0.116,Andrews13,0,-0.295,0.096,0.096,6.82,0.15,0.34,340.8,0,47.00,4.00,0.00,Harris12,230.5,0,30.80,0.20,0.00,Wolff17,111.0,0,7.20,1.60,0.00,Dutrey96,0,1.08,0.00,0,1.99,0.00,-1,-1.00,-1.00,none
92,Tau,J04294155+2632582,DH_Tau_A,7.39,0.07,GaiaDR2,135.0,2.1,2.3,B,0,II,M1,Luhman10,3.569,0.017,Andrews13,-0.262,140.0,0.110,-0.290,0.107,0.115,Andrews13,0,-0.320,0.092,0.113,6.06,0.31,0.20,340.8,0,47.00,4.00,0.00,Harris12,230.5,0,30.80,0.20,0.00,Wolff17,111.0,0,7.20,1.60,0.00,Dutrey96,0,1.08,0.00,0,1.99,0.00,-1,-1.00,-1.00,none
93,Tau,J04294155+2632582,DH_Tau_B,7.39,0.07,GaiaDR2,134.6,2.5,1.9,B,0,II,M7.5,Itoh05,3.446,0.037,Andrews13,-2.822,140.0,0.111,-2.854,0.112,0.112,Andrews13,0,-1.286,0.041,0.441,7.30,0.47,0.30,340.8,1,-1.00,-1.00,10.00,Harris12,230.5,1,-1.00,-1.00,0.20,Wolff17,111.0,1,-1.00,-1.00,4.80,Dutrey96,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
94,Tau,J04295156+2606448,IQ_Tau,7.62,0.06,GaiaDR2,130.8,2.1,1.9,S,-1,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.089,140.0,0.119,-0.152,0.125,0.115,Andrews13,0,-0.303,0.104,0.146,5.91,0.33,0.28,340.2,0,163.00,4.00,0.00,Tripathi17,225.5,0,64.11,0.34,0.00,Long18,111.0,0,12.50,1.70,0.00,Schaefer09,0,2.27,0.00,0,2.31,0.00,0,0.55,0.00,Tripathi17
95,Tau,J04295950+2433078,J04295950,7.63,0.15,GaiaDR2,130.9,3.0,3.2,S,-1,II,M5,Luhman10,3.495,0.020,Andrews13,-0.613,140.0,0.072,-0.665,0.068,0.082,Andrews13,0,-0.737,0.125,0.031,5.99,0.14,0.21,0.0,-1,0.00,0.00,0.00,none,239.9,0,2.90,0.17,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
96,Tau,J04300399+1813493,UX_Tau_AB,7.15,0.10,GaiaDR2,138.9,3.3,2.2,J,5.86,III,,,,,,,,,0.402,0.146,0.105,Andrews13,0,0.315,0.046,0.046,6.14,0.18,0.25,340.2,0,147.00,1.00,0.00,Tripathi17,239.9,0,79.00,3.95,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,1.78,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
98,Tau,J04300399+1813493,UX_Tau_AC,7.15,0.10,GaiaDR2,139.3,3.0,2.5,J,2.69,III,,,,,,,,,0.349,0.155,0.134,Andrews13,0,0.255,0.044,0.055,6.28,0.22,0.30,340.2,0,147.00,1.00,0.00,Tripathi17,239.9,0,79.00,3.95,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,1.78,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
99,Tau,J04300357+1813494,UX_Tau_BC,7.30,0.07,GaiaDR2,136.4,2.5,2.0,J,6.45,III,,,,,,,,,0.047,0.105,0.095,Akeson19,0,0.029,0.063,0.084,6.03,0.21,0.28,340.2,1,-1.00,-1.00,4.50,Andrews11,239.9,1,-1.00,-1.00,0.36,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
100,Tau,J04300399+1813493,UX_Tau_A,7.15,0.10,GaiaDR2,139.3,3.0,2.5,Q,0,TD,K2,Espaillat10,3.690,0.016,Andrews13,0.273,140.0,0.169,0.266,0.174,0.167,Andrews13,0,0.155,0.042,0.063,6.38,0.31,0.26,340.2,0,147.00,1.00,0.00,Tripathi17,239.9,0,79.00,3.95,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,1.78,0.00,-1,0.00,0.00,0,0.28,0.00,Tripathi17
97,Tau,J04300357+1813494,UX_Tau_Bab,7.30,0.07,GaiaDR2,136.5,2.4,2.1,J,0.14,III,,,,,,,,,-0.145,0.118,0.107,Akeson19,0,-0.182,0.093,0.093,6.04,0.21,0.37,340.2,1,-1.00,-1.00,4.50,Andrews11,239.9,1,-1.00,-1.00,0.36,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
101,Tau,J04300357+1813494,UX_Tau_Ba,7.30,0.07,GaiaDR2,136.4,2.5,2.1,Q,0,III,M2,Luhman10,3.552,0.018,tp,-0.380,139.4,0.130,-0.398,0.129,0.131,Akeson19,0,-0.404,0.095,0.168,6.01,0.34,0.33,340.2,1,-1.00,-1.00,4.50,Andrews11,239.9,1,-1.00,-1.00,0.36,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
102,Tau,J04300357+1813494,UX_Tau_Bb,7.30,0.07,GaiaDR2,136.5,2.4,2.1,Q,0,III,M3,Luhman10,3.533,0.018,tp,-0.500,139.4,0.190,-0.527,0.200,0.181,Akeson19,0,-0.601,0.176,0.083,6.01,0.32,0.60,340.2,1,-1.00,-1.00,4.50,Andrews11,239.9,1,-1.00,-1.00,0.36,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
103,Tau,J04300399+1813493,UX_Tau_C,6.85,0.10,GaiaDR2,145.5,3.1,2.9,Q,0,III,M2.75,Luhman10,3.552,0.018,tp,-0.470,139.4,0.190,-0.420,0.177,0.203,Akeson19,0,-0.400,0.092,0.164,6.05,0.44,0.39,340.2,1,-1.00,-1.00,4.50,Andrews11,0.0,-1,0.00,0.00,0.00,none,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
104,Tau,J04300724+2608207,KPNO_6,8.62,0.53,GaiaDR2,115.9,8.5,6.4,S,-1,II,M8.5,Luhman10,3.407,0.043,Andrews13,-2.468,140.0,0.179,-2.611,0.172,0.204,Andrews13,0,-1.695,0.378,0.143,7.16,0.26,1.00,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.40,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
105,Tau,J04302961+2426450,FX_Tau_AB,5.87,0.54,avg,170.1,20.8,12.6,J,0.89,II,,,,,,,,,0.131,0.165,0.144,Andrews13,0,-0.183,0.084,0.063,5.51,0.35,0.26,340.2,0,15.65,0.54,0.00,Akeson14,239.9,0,7.84,0.53,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,1.98,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
